User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
106,2,Visa,Debit,4873407892539448,09/2018,423,YES,2,106,05/2010,2010,No
107,0,Mastercard,Debit,5205177909482379,11/2011,911,YES,2,107,08/2008,2008,No
107,1,Amex,Credit,324624221959001,02/2021,846,YES,2,107,08/2005,2008,No
108,0,Visa,Debit,4853013168432421,09/2015,554,NO,2,108,05/2010,2014,No
108,1,Mastercard,Debit,5770027992115355,07/2024,811,YES,1,108,08/2009,2010,No
108,2,Mastercard,Debit,5305462513282842,06/2014,605,YES,2,108,03/2008,2011,No
109,0,Mastercard,Credit,5656749855983523,06/2017,315,YES,1,109,11/2001,2011,No
109,1,Mastercard,Debit (Prepaid),5755720451424427,02/2021,988,YES,1,109,04/2011,2011,No
109,2,Mastercard,Debit,5833925436440570,10/2022,344,YES,2,109,02/1999,2014,No
110,0,Mastercard,Debit,5116904368864992,06/2015,698,YES,2,110,09/2010,2011,No
110,1,Mastercard,Debit,5945680972992846,01/2020,843,NO,2,110,01/2020,2020,No
111,0,Visa,Debit,4082503635321960,04/2008,947,NO,2,111,06/2005,2010,No
111,1,Amex,Credit,356204311290241,12/2022,312,YES,2,111,10/2011,2011,No
111,2,Amex,Credit,356951210404599,10/2024,952,YES,1,111,11/2007,2011,No
111,3,Mastercard,Credit,5697567028506344,11/2020,356,YES,2,111,12/2007,2011,No
111,4,Amex,Credit,333504501414647,12/2020,276,YES,1,111,05/2011,2013,No
112,0,Mastercard,Credit,5106045376475662,03/2021,686,YES,1,112,01/2000,2012,No
112,1,Visa,Credit,4899127312611091,07/2024,490,YES,2,112,09/2009,2011,No
112,2,Mastercard,Debit (Prepaid),5241392304445807,07/2023,137,YES,1,112,04/2010,2010,No
113,0,Mastercard,Debit,5691422356177731,09/2006,349,YES,3,113,08/2006,2013,No
114,0,Mastercard,Credit,5272030426588008,12/2023,905,YES,2,114,12/2008,2010,No
114,1,Mastercard,Credit,5399201189421219,06/2021,479,YES,1,114,08/2008,2008,No
114,2,Mastercard,Debit,5158754138100901,07/2024,813,YES,1,114,06/2011,2011,No
115,0,Mastercard,Debit,5607458054846909,08/2023,252,YES,2,115,02/2020,2020,No
116,0,Visa,Debit,4199613929770276,09/2023,765,YES,1,116,05/2013,2013,No
116,1,Visa,Debit,4912898188628991,11/2022,446,YES,1,116,01/2020,2020,No
116,2,Visa,Debit,4729953228374508,07/2022,461,YES,2,116,04/2019,2019,No
116,3,Visa,Debit,4164595738782783,08/2019,90,NO,1,116,08/2014,2014,No
116,4,Mastercard,Debit,5036328460113700,08/2021,627,YES,2,116,01/2019,2019,No
116,5,Mastercard,Debit,5975006425756630,12/2023,551,YES,1,116,05/2017,2017,No
116,6,Visa,Debit,4420959167134444,09/2023,75,YES,1,116,06/2015,2015,No
116,7,Mastercard,Debit,5016998590035219,02/2020,597,YES,2,116,02/2020,2020,No
116,8,Amex,Credit,308100975355379,04/2024,881,YES,1,116,01/2020,2020,No
117,0,Mastercard,Debit,5835253444174486,02/2020,308,YES,1,117,07/2018,2018,No
117,1,Visa,Debit (Prepaid),4049734716799356,12/2020,662,YES,1,117,01/2020,2020,No
117,2,Mastercard,Credit,5314005209195975,08/2022,991,YES,1,117,02/2020,2020,No
117,3,Mastercard,Debit,5849554532579598,05/2021,767,YES,1,117,01/2020,2020,No
118,0,Visa,Debit,4997798155113400,11/2024,545,NO,1,118,11/2019,2019,No
118,1,Mastercard,Debit,5309940542589432,02/2020,924,YES,2,118,01/2015,2015,No
118,2,Discover,Credit,6108413838069051,08/2021,894,YES,1,118,01/2020,2020,No
119,0,Visa,Debit,4251102360489444,08/2023,439,YES,2,119,11/2008,2011,No
119,1,Mastercard,Debit,5557372707231204,12/2024,434,YES,1,119,04/2018,2018,No
119,2,Mastercard,Debit,5865546237246039,12/2019,155,YES,1,119,11/2010,2011,No
120,0,Mastercard,Debit (Prepaid),5878511318941183,10/2006,699,YES,1,120,07/2006,2019,No
120,1,Mastercard,Credit,5825403139414547,05/2013,531,YES,2,120,11/2007,2009,No
121,0,Mastercard,Debit,5407870927189092,10/2024,228,YES,2,121,01/2020,2020,No
121,1,Mastercard,Debit,5089025651729124,07/2024,464,YES,2,121,01/2020,2020,No
122,0,Mastercard,Debit,5847313041147612,06/2024,574,YES,1,122,06/2013,2013,No
122,1,Mastercard,Debit,5454341430423098,09/2023,247,YES,1,122,08/2008,2010,No
122,2,Mastercard,Debit,5183724144988670,11/2013,569,YES,1,122,10/2013,2013,No
122,3,Visa,Credit,4903105068681962,03/2024,274,YES,1,122,02/2002,2014,No
123,0,Mastercard,Debit,5370803294413435,07/2021,851,YES,1,123,05/2002,2011,No
123,1,Visa,Debit (Prepaid),4129518763612024,03/2002,84,YES,1,123,02/2002,2009,No
123,2,Visa,Credit,4164752448797896,02/2023,24,YES,1,123,09/2010,2012,No
124,0,Mastercard,Debit,5557896137687493,06/2023,598,YES,2,124,04/2009,2010,No
124,1,Mastercard,Credit,5675172699563859,08/2023,294,YES,1,124,10/2003,2012,No
124,2,Mastercard,Debit,5259283165298575,12/2016,403,YES,1,124,05/2006,2009,No
125,0,Mastercard,Debit,5155446517379011,05/2020,719,YES,1,125,01/2020,2020,No
125,1,Mastercard,Debit,5831064486667385,01/2020,570,NO,1,125,01/2020,2020,No
125,2,Mastercard,Debit,5157956439521808,07/2023,657,YES,1,125,02/2020,2020,No
126,0,Mastercard,Debit (Prepaid),5874195902667119,04/2023,206,YES,2,126,06/2008,2015,No
126,1,Mastercard,Debit,5803563077451662,11/2020,827,YES,2,126,10/2009,2014,No
126,2,Mastercard,Debit,5283475217390040,08/2010,149,YES,2,126,04/2008,2014,No
127,0,Mastercard,Debit,5316882967513700,05/2020,122,YES,1,127,02/2020,2020,No
127,1,Mastercard,Debit (Prepaid),5962806753089588,01/2023,217,YES,1,127,10/2018,2018,No
128,0,Visa,Debit,4631099146168683,12/2018,597,YES,1,128,03/2007,2014,No
128,1,Visa,Debit,4716755530325962,12/2024,821,YES,2,128,09/2008,2010,No
128,2,Visa,Debit,4053406246662206,09/2020,491,YES,2,128,06/2009,2018,No
128,3,Mastercard,Credit,5105518827174579,11/2024,883,YES,1,128,04/2011,2011,No
129,0,Mastercard,Debit,5192370991764802,10/2024,603,YES,2,129,04/2005,2011,No
130,0,Mastercard,Debit (Prepaid),5182568921946800,01/2021,310,YES,1,130,01/2020,2020,No
130,1,Mastercard,Debit,5394718113711366,02/2020,16,YES,1,130,01/2020,2020,No
130,2,Visa,Credit,4864430404023760,07/2022,534,YES,1,130,01/2020,2020,No
131,0,Mastercard,Debit,5124153601404702,02/2022,6,YES,1,131,02/2020,2020,No
131,1,Visa,Debit (Prepaid),4073696489940421,04/2020,274,YES,2,131,06/2010,2010,No
132,0,Mastercard,Debit,5476802835185783,05/2023,744,YES,2,132,06/2003,2009,No
133,0,Mastercard,Debit,5753359093924163,09/2024,795,YES,1,133,01/2020,2020,No
133,1,Visa,Credit,4201957315957623,01/2023,619,YES,1,133,02/2020,2020,No
133,2,Mastercard,Debit,5786593463189278,08/2024,58,YES,1,133,01/2020,2020,No
133,3,Visa,Debit (Prepaid),4091173399720381,01/2020,916,NO,2,133,01/2020,2020,No
134,0,Mastercard,Credit,5345794459975216,11/2007,412,YES,2,134,11/2007,2011,No
134,1,Visa,Credit,4897384992083944,05/2000,382,YES,1,134,05/2000,2007,No
134,2,Visa,Debit,4171955938083789,04/2023,251,YES,1,134,12/2018,2018,No
134,3,Visa,Debit,4906405312400640,02/2023,579,YES,1,134,01/2018,2018,No
134,4,Visa,Debit (Prepaid),4176098872817204,05/2022,661,YES,2,134,08/2007,2009,No
134,5,Mastercard,Debit,5412244076346677,12/2024,594,YES,1,134,02/2003,2009,No
135,0,Mastercard,Debit,5297260201877616,01/2024,580,YES,2,135,04/2007,2013,No
136,0,Mastercard,Debit,5735792874705665,03/2023,748,NO,1,136,02/2015,2015,No
136,1,Visa,Credit,4863498051032543,07/2020,593,YES,2,136,11/2008,2015,No
136,2,Mastercard,Debit,5489970186857774,02/2022,7,YES,2,136,07/2002,2007,No
137,0,Visa,Credit,4508109473981620,09/2024,763,YES,1,137,11/2007,2010,No
137,1,Visa,Debit (Prepaid),4800041020887836,06/2020,59,YES,2,137,03/2005,2014,No
137,2,Visa,Debit,4144574679317199,03/2024,543,YES,2,137,01/2010,2016,No
137,3,Mastercard,Credit,5919854740342964,11/2004,604,YES,2,137,01/2001,2011,No
137,4,Mastercard,Debit,5208447578218097,09/2021,126,YES,1,137,02/2014,2014,No
137,5,Amex,Credit,320735955126194,02/2019,686,YES,1,137,01/2009,2011,No
138,0,Visa,Credit,4325807240930443,04/2018,642,YES,1,138,05/2006,2009,No
138,1,Mastercard,Debit,5672870607977288,11/2023,952,YES,2,138,03/2005,2012,No
138,2,Mastercard,Credit,5025018096886549,07/2024,783,YES,1,138,03/2005,2007,No
138,3,Mastercard,Debit,5125159184089047,08/2020,945,YES,2,138,10/2019,2019,No
138,4,Amex,Credit,339948848081416,03/2023,643,YES,1,138,07/2008,2013,No
138,5,Mastercard,Debit (Prepaid),5967922448022597,10/2020,849,YES,2,138,11/2011,2012,No
139,0,Amex,Credit,313387157322526,12/2024,961,YES,1,139,02/1996,2009,No
139,1,Mastercard,Debit (Prepaid),5287305063365339,07/2011,597,YES,1,139,05/2010,2010,No
139,2,Visa,Credit,4511050153177271,01/2016,263,YES,2,139,03/2013,2013,No
139,3,Visa,Credit,4795565502176661,01/2021,731,YES,2,139,06/2010,2011,No
140,0,Visa,Credit,4515587053760939,05/2023,983,YES,1,140,01/2006,2015,No
140,1,Visa,Debit,4185031026466058,01/2018,48,YES,2,140,06/2006,2013,No
140,2,Mastercard,Debit,5835884730427367,05/2023,642,YES,1,140,05/2008,2010,No
140,3,Discover,Credit,6113979959799077,11/2023,899,YES,1,140,07/2015,2015,No
140,4,Mastercard,Debit (Prepaid),5139150904667380,05/2016,509,YES,1,140,04/2013,2013,No
141,0,Visa,Debit,4574373333053393,08/2020,742,YES,2,141,04/2010,2011,No
141,1,Visa,Credit,4806267788873524,08/2020,289,YES,2,141,02/2020,2020,No
142,0,Visa,Debit,4461391532392446,02/2020,981,YES,2,142,12/2007,2008,No
142,1,Visa,Debit,4260012890373386,07/2022,447,NO,2,142,05/2010,2010,No
142,2,Mastercard,Debit (Prepaid),5834771837829829,03/2010,553,YES,1,142,09/2006,2006,No
142,3,Visa,Debit,4955481558570019,03/2024,397,YES,2,142,02/2020,2020,No
143,0,Amex,Credit,303639878430454,11/2022,807,YES,1,143,09/2011,2011,No
143,1,Visa,Credit,4060113536623876,07/2016,408,YES,1,143,07/2009,2009,No
143,2,Visa,Credit,4646061658785929,02/2015,856,YES,1,143,03/2006,2012,No
143,3,Mastercard,Debit,5040622566272530,07/2022,87,YES,2,143,12/2004,2012,No
144,0,Mastercard,Debit (Prepaid),5214812311200288,07/2024,453,NO,1,144,02/2020,2020,No
144,1,Visa,Credit,4996236791696784,05/2009,700,YES,2,144,07/2006,2008,No
144,2,Visa,Debit,4634979930026450,05/2012,897,YES,2,144,12/2010,2013,No
144,3,Visa,Credit,4437020876913493,05/2010,955,YES,2,144,04/2004,2010,No
145,0,Visa,Credit,4862011857697370,05/2022,405,YES,1,145,02/2020,2020,No
145,1,Mastercard,Debit,5702517198112781,02/2020,24,YES,1,145,02/2020,2020,No
146,0,Mastercard,Credit,5659013286075924,02/2020,777,YES,1,146,01/2020,2020,No
147,0,Mastercard,Debit,5128972927503172,07/2022,466,YES,2,147,02/2020,2020,No
148,0,Mastercard,Debit,5677245240966697,03/2023,293,NO,1,148,05/2009,2009,No
148,1,Mastercard,Debit,5854333169733349,11/2006,280,YES,2,148,09/2006,2011,No
148,2,Visa,Credit,4986381278679951,07/2010,21,YES,2,148,12/2002,2012,No
148,3,Mastercard,Debit,5718135133841307,01/2012,915,YES,1,148,08/2010,2011,No
148,4,Visa,Credit,4973662128767227,12/2021,9,YES,2,148,02/2013,2013,No
149,0,Visa,Debit,4724986483917889,07/2023,384,YES,2,149,12/2008,2008,No
149,1,Mastercard,Debit (Prepaid),5651451840802358,04/2009,851,NO,2,149,03/2008,2009,No
149,2,Mastercard,Debit,5560330928676135,05/2021,732,NO,2,149,02/2000,2008,No
149,3,Mastercard,Credit,5078189663550754,10/2024,929,YES,1,149,09/2012,2012,No
149,4,Mastercard,Debit,5243545849930026,05/2020,648,YES,1,149,12/2008,2008,No
150,0,Visa,Credit,4325487328684543,02/2009,692,YES,2,150,06/2007,2010,No
150,1,Visa,Credit,4759642688252595,05/2016,644,YES,2,150,07/2001,2014,No
151,0,Mastercard,Credit,5060071689988757,08/2022,113,YES,2,151,06/1999,2013,No
151,1,Visa,Debit,4248867812400739,06/2023,619,YES,2,151,10/2006,2012,No
151,2,Mastercard,Debit,5093901939500036,03/2024,472,YES,2,151,04/2007,2016,No
151,3,Mastercard,Debit,5223300442168271,04/2023,262,YES,2,151,08/2008,2013,No
151,4,Visa,Credit,4941415000431974,11/2022,50,YES,2,151,04/2014,2014,No
151,5,Mastercard,Debit,5431173218728279,01/2020,187,NO,1,151,09/2010,2010,No
152,0,Mastercard,Credit,5229402459571307,01/2020,704,YES,1,152,01/2020,2020,No
153,0,Visa,Debit,4858818886878485,12/2020,125,NO,1,153,02/2020,2020,No
154,0,Mastercard,Debit,5540073375174446,05/2024,684,YES,2,154,01/2020,2020,No
154,1,Mastercard,Debit,5289314952826819,02/2021,998,YES,1,154,01/2020,2020,No
155,0,Visa,Credit,4588933671536303,09/2021,748,YES,2,155,02/2020,2020,No
155,1,Mastercard,Credit,5674179618380471,02/2020,303,YES,1,155,02/2020,2020,No
155,2,Visa,Debit,4913369105929873,02/2020,711,YES,1,155,01/2020,2020,No
155,3,Visa,Credit,4729324689482423,10/2023,582,YES,2,155,02/2020,2020,No
155,4,Mastercard,Debit,5076843052683212,02/2020,969,YES,1,155,12/2014,2014,No
156,0,Visa,Debit,4130633556245301,03/2021,268,YES,2,156,07/2011,2011,No
156,1,Visa,Credit,4214195908881404,10/2023,598,YES,2,156,01/2018,2018,No
156,2,Mastercard,Debit (Prepaid),5928394327706854,11/2021,853,NO,1,156,01/2012,2012,No
156,3,Mastercard,Debit,5538135650340797,05/2023,623,YES,1,156,11/2010,2010,No
156,4,Visa,Credit,4088292829841504,06/2024,140,YES,1,156,01/2003,2020,No
157,0,Visa,Debit,4859980421504976,06/2021,971,NO,2,157,12/2004,2010,No
157,1,Visa,Debit,4401743622113558,12/2014,322,YES,1,157,03/2014,2014,No
157,2,Mastercard,Debit,5568521915813745,04/2023,226,YES,1,157,02/2020,2020,No
158,0,Visa,Debit,4851242738517632,04/2013,684,NO,2,158,03/2011,2011,No
159,0,Mastercard,Debit,5059388151009778,05/2023,996,YES,1,159,07/2009,2011,No
159,1,Visa,Credit,4822550416239709,02/2013,509,YES,1,159,08/2010,2014,No
159,2,Mastercard,Credit,5320022308833354,12/2021,92,YES,1,159,12/2009,2010,No
160,0,Mastercard,Debit,5097891088528736,09/2023,447,YES,1,160,01/2011,2012,No
160,1,Visa,Debit,4459776057093772,06/2020,869,YES,2,160,10/2007,2014,No
160,2,Visa,Debit,4017542226763671,01/2024,109,YES,1,160,04/2004,2008,No
160,3,Mastercard,Debit,5148390223991031,04/2021,316,YES,2,160,01/2005,2012,No
160,4,Visa,Debit,4898934131827425,09/2021,199,YES,1,160,07/2003,2012,No
161,0,Mastercard,Debit,5943373604505748,04/2020,300,YES,2,161,11/2010,2010,No
161,1,Visa,Debit,4284210826984108,02/2020,154,YES,2,161,09/2015,2015,No
161,2,Visa,Debit,4093850742287208,04/2020,286,YES,2,161,04/2006,2010,No
161,3,Visa,Credit,4329687142518026,10/2020,827,YES,1,161,12/2006,2016,No
162,0,Visa,Debit,4744876175071543,11/2022,747,YES,1,162,12/1996,2007,No
162,1,Visa,Credit,4152829240073093,08/2016,446,YES,1,162,04/2008,2013,No
162,2,Mastercard,Debit,5754695413159461,01/2024,939,NO,1,162,06/2009,2009,No
163,0,Mastercard,Debit,5287533090911331,04/2014,946,YES,1,163,06/2012,2012,No
163,1,Mastercard,Debit,5761884540845430,06/2022,312,YES,1,163,01/2006,2010,No
163,2,Mastercard,Debit,5903499521440697,12/2024,779,YES,1,163,04/2014,2014,No
163,3,Visa,Credit,4814691024249332,01/2022,424,YES,1,163,06/2004,2012,No
163,4,Mastercard,Debit (Prepaid),5955075527372953,05/2021,513,YES,1,163,03/2007,2012,No
164,0,Mastercard,Credit,5953949146709597,01/2024,474,YES,2,164,02/2020,2020,No
165,0,Mastercard,Debit (Prepaid),5868862947419305,08/2022,245,YES,1,165,11/2011,2011,No
165,1,Mastercard,Credit,5418163465826338,06/2023,559,YES,2,165,02/2007,2015,No
165,2,Amex,Credit,377302862567108,02/2024,524,YES,1,165,06/2011,2011,No
165,3,Visa,Debit,4609477454357089,01/2022,347,YES,2,165,06/2004,2008,No
166,0,Discover,Credit,6617202891382002,03/2019,499,YES,1,166,06/2017,2017,No
166,1,Visa,Debit,4863697166227070,10/2013,748,NO,1,166,02/2013,2013,No
167,0,Visa,Debit,4525977155603081,06/2020,662,YES,2,167,07/2010,2011,No
168,0,Mastercard,Debit,5168144985829715,01/2020,454,YES,1,168,01/2020,2020,No
168,1,Mastercard,Debit,5081154452848669,12/2022,211,YES,1,168,01/2020,2020,No
169,0,Mastercard,Credit,5540056584502163,03/2022,749,YES,1,169,02/2020,2020,No
169,1,Visa,Credit,4089244507142221,12/2020,999,YES,1,169,01/2020,2020,No
169,2,Visa,Debit,4084435358903514,09/2021,778,YES,2,169,01/2020,2020,No
170,0,Visa,Credit,4015255845214445,07/2022,244,YES,2,170,11/2010,2011,No
170,1,Visa,Credit,4998601196255206,07/2020,12,YES,3,170,04/2010,2010,No
170,2,Mastercard,Debit,5832356224925490,06/2024,245,YES,2,170,05/2005,2008,No
170,3,Visa,Credit,4984837369742443,10/2009,257,NO,2,170,12/2006,2011,No
171,0,Mastercard,Credit,5929898393818083,10/2017,671,YES,1,171,12/2010,2011,No
171,1,Mastercard,Debit,5284022658441928,12/2018,405,YES,2,171,08/2010,2015,No
171,2,Mastercard,Debit,5534901273086337,12/2023,387,YES,2,171,09/2009,2009,No
172,0,Amex,Credit,369191506516942,03/2024,251,YES,1,172,05/2007,2015,No
172,1,Visa,Debit,4862436349200537,08/2023,49,YES,2,172,12/2003,2014,No
172,2,Visa,Debit,4714754243202455,12/2022,297,YES,2,172,06/2005,2018,No
173,0,Visa,Credit,4495252841912344,04/2023,938,YES,2,173,02/2020,2020,No
173,1,Visa,Debit,4982363893558200,06/2024,388,YES,1,173,01/2020,2020,No
174,0,Mastercard,Debit,5504969419405753,03/2022,907,YES,1,174,01/2020,2020,No
174,1,Visa,Debit,4420607109678464,02/2020,318,YES,2,174,02/2020,2020,No
174,2,Visa,Debit,4863290933542106,02/2020,80,YES,1,174,02/2020,2020,No
175,0,Visa,Debit,4154322307475525,04/2008,150,YES,2,175,10/2005,2013,No
175,1,Mastercard,Credit,5963981612717511,10/2022,871,YES,1,175,01/2014,2014,No
175,2,Visa,Debit,4155798170380731,06/2022,512,YES,1,175,08/2011,2011,No
175,3,Mastercard,Debit,5258035150490120,10/2021,728,YES,1,175,02/2013,2013,No
175,4,Mastercard,Debit,5931155323451029,05/2024,580,YES,2,175,11/2017,2017,No
176,0,Visa,Debit (Prepaid),4356768889068512,11/2024,204,YES,1,176,01/2020,2020,No
176,1,Mastercard,Debit,5728788703554068,05/2023,492,YES,2,176,05/2008,2010,No
176,2,Amex,Credit,339750311058511,06/2020,70,YES,2,176,06/2018,2018,No
176,3,Mastercard,Credit,5717397423380285,09/2022,862,YES,2,176,05/2010,2010,No
177,0,Mastercard,Debit,5256835813261969,11/2021,934,YES,1,177,11/2004,2008,No
177,1,Mastercard,Debit,5289111922145094,10/2022,314,YES,2,177,06/1998,2008,No
177,2,Mastercard,Debit,5649539832197637,04/2011,892,YES,1,177,02/2011,2011,No
178,0,Visa,Credit,4665365862082531,06/2021,412,YES,1,178,01/2001,2003,No
178,1,Visa,Credit,4209145697099683,10/2022,498,YES,2,178,06/2010,2013,No
178,2,Mastercard,Debit,5042804591987313,03/2023,431,YES,2,178,01/2008,2015,No
178,3,Discover,Credit,6203739864158389,03/2024,288,YES,2,178,08/2014,2014,No
179,0,Mastercard,Debit,5541834458092370,03/2024,143,YES,1,179,01/2010,2010,No
179,1,Amex,Credit,339123645701074,05/2023,369,NO,2,179,04/2016,2016,No
179,2,Visa,Debit,4282874431983773,05/2020,127,YES,1,179,01/2009,2009,No
179,3,Mastercard,Debit,5692291424544263,12/2024,696,YES,2,179,01/2020,2020,No
179,4,Visa,Credit,4149119638454529,08/2022,294,YES,1,179,01/2020,2020,No
180,0,Visa,Debit,4155430243935975,10/2022,653,YES,1,180,08/2013,2013,No
180,1,Visa,Credit,4768983039467326,03/2015,74,YES,1,180,02/2008,2010,No
180,2,Visa,Debit (Prepaid),4792307130049695,02/2020,221,YES,2,180,12/2006,2013,No
180,3,Visa,Debit,4365366370182160,07/2020,290,YES,1,180,09/2004,2009,No
181,0,Visa,Debit,4479806423403350,01/2024,246,YES,1,181,03/1997,2008,No
181,1,Mastercard,Debit,5109749812856637,08/2015,246,YES,1,181,01/2015,2015,No
181,2,Mastercard,Debit,5898286991473581,11/2023,372,YES,2,181,07/2002,2009,No
182,0,Visa,Credit,4180974548713374,05/2023,975,YES,1,182,07/2005,2009,No
183,0,Mastercard,Debit,5256742061038585,05/2024,930,YES,2,183,02/2020,2020,No
184,0,Visa,Debit,4301090834057529,12/2017,718,YES,1,184,09/2017,2017,No
184,1,Visa,Credit,4173086816288788,09/2024,817,YES,2,184,02/2009,2010,No
184,2,Visa,Credit,4917647337454706,07/2008,328,YES,2,184,10/2007,2011,No
184,3,Visa,Credit,4457557218642444,01/2020,701,YES,2,184,04/2000,2010,No
184,4,Mastercard,Debit,5561065562359955,03/2020,147,YES,1,184,07/2006,2009,No
184,5,Mastercard,Debit (Prepaid),5459775781589173,02/2012,293,YES,2,184,03/2008,2012,No
185,0,Amex,Credit,332229278341275,10/2022,702,YES,1,185,09/2010,2016,No
185,1,Visa,Debit,4359508857343088,03/2008,274,NO,1,185,06/2002,2005,No
185,2,Mastercard,Debit,5386335706439778,01/2022,713,YES,2,185,10/2010,2010,No
185,3,Visa,Debit,4157348591484750,07/2021,945,YES,2,185,08/2001,2011,No
186,0,Visa,Debit,4614417915507952,09/2024,808,YES,1,186,04/2007,2009,No
186,1,Visa,Debit (Prepaid),4791246805564219,03/2016,126,YES,1,186,08/2014,2014,No
187,0,Mastercard,Debit (Prepaid),5619919350397758,10/2021,786,YES,2,187,09/2006,2010,No
187,1,Visa,Credit,4560018445952481,09/2023,454,NO,2,187,11/1999,2009,No
188,0,Mastercard,Debit (Prepaid),5416807432483550,08/2013,557,YES,2,188,06/2006,2010,No
188,1,Amex,Credit,304316312600931,06/2024,649,YES,1,188,10/2006,2009,No
188,2,Mastercard,Debit,5738964942904646,11/2020,730,YES,1,188,01/2007,2009,No
188,3,Mastercard,Credit,5880489541836648,06/2024,558,YES,1,188,06/2001,2010,No
188,4,Mastercard,Credit,5634478684634263,10/2021,490,YES,1,188,01/2020,2020,No
189,0,Mastercard,Debit (Prepaid),5570196053274730,05/2022,85,YES,2,189,01/2020,2020,No
190,0,Mastercard,Debit,5493545357380440,08/2024,774,YES,2,190,09/2004,2009,No
190,1,Mastercard,Credit,5598634791848895,04/2023,830,YES,2,190,09/2010,2014,No
190,2,Visa,Credit,4923375841500665,01/2020,785,YES,2,190,09/2005,2011,No
190,3,Amex,Credit,362084701337381,09/2020,71,YES,2,190,08/2010,2012,No
190,4,Mastercard,Credit,5389873336522258,10/2022,754,YES,2,190,05/2014,2014,No
191,0,Mastercard,Credit,5676305121855735,11/2021,58,YES,1,191,02/2008,2010,No
192,0,Visa,Credit,4434801834503292,09/2019,633,YES,2,192,12/2016,2016,No
192,1,Visa,Debit,4590995550885290,08/2011,564,YES,1,192,06/2002,2010,No
192,2,Mastercard,Debit,5384502220541945,12/2023,809,YES,1,192,06/2013,2013,No
193,0,Visa,Debit,4072548875903186,09/2018,874,YES,2,193,10/2005,2009,No
193,1,Visa,Debit (Prepaid),4158689268615889,06/2021,782,YES,1,193,08/2009,2011,No
193,2,Visa,Debit,4649045635719491,11/2020,362,YES,2,193,07/2007,2017,No
193,3,Visa,Debit,4998107869531292,11/2023,358,YES,1,193,09/2009,2015,No
194,0,Amex,Credit,343439312469610,03/2023,98,YES,2,194,01/2006,2011,No
194,1,Visa,Credit,4936982658166186,02/2021,521,NO,2,194,06/2007,2007,No
194,2,Mastercard,Debit,5984892227411114,03/2020,810,NO,1,194,10/2013,2013,No
195,0,Visa,Credit,4403164286544036,04/2022,303,YES,2,195,04/2010,2010,No
196,0,Mastercard,Debit,5825169460594164,01/2010,127,YES,2,196,10/2005,2010,No
197,0,Mastercard,Debit,5824919835337530,10/2021,975,YES,1,197,06/2012,2012,No
197,1,Mastercard,Debit,5794394537016243,03/2020,830,YES,2,197,12/2011,2011,No
198,0,Mastercard,Debit,5717616835023183,12/2023,840,YES,1,198,02/2020,2020,No
199,0,Visa,Debit,4378087486126492,09/2022,813,NO,2,199,02/2020,2020,No
199,1,Visa,Debit (Prepaid),4100715330943606,03/2023,975,YES,2,199,02/2020,2020,No
